Year,Land use,SITE,Latitude,Longitude,Address,Suburb,Local Government Area,Variable Units,Variable Value,Start Date,End Date,Average Weekday Volume,Average Weekend Volume,Weekday Peak Hour Start,Weekday Peak Hour End,Weekday Peak Volume,Weekend Peak Hour Start,Weekend Peak Hour End,Weekend Peak Volume
2017,Homemaker Centre,2017HC3,,,,Birtinya,Sunshine Coast Regional,GLFA,31174,1/03/2017,7/03/2017,"5,370","5,259",10:45:00,11:45:00,611,10:30:00,11:30:00,815
2017,Homemaker Centre,2017HC4,,,,BROWNS PLAINS,Logan City,GLFA,37361,13/05/2017,19/05/2017,"4,348","3,830",10:30:00,11:30:00,425,11:15:00,12:15:00,575
2017,Homemaker Centre,2017HC5,,,,ASPLEY,Brisbane City,GLFA,24235,11/03/2017,17/03/2017,"3,238","3,757",12:15:00,13:15:00,320,11:45:00,12:45:00,481
2017,Homemaker Centre,2017HC6,,,,Kearney Spring,Toowoomba Regional,GLFA,21641,11/03/2017,17/03/2017,"4,661","5,887",11:00:00,12:00:00,547,11:15:00,12:15:00,906
2017,Hotels and Motels,2017HM1,,,,HAMILTON,Brisbane City,Bedrooms,102,11/03/2017,17/03/2017,392,309,7:00:00,8:00:00,40,17:30:00,18:30:00,31
2017,Hotels and Motels,2017HM2,,,,KELVIN GROVE,Brisbane City,Bedrooms,100,13/05/2017,19/05/2017,257,268,16:30:00,17:30:00,23,18:00:00,19:00:00,27
2017,Hotels and Motels,2017HM3,,,,WOOLLOONGABBA,Brisbane City,Bedrooms,164,11/03/2017,17/03/2017,362,289,12:00:00,13:00:00,38,13:00:00,14:00:00,27
2017,Hotels and Motels,2017HM4,,,,MAIN BEACH,Gold Coast City,Bedrooms,266,13/05/2017,19/05/2017,690,"1,007",9:15:00,10:15:00,54,14:30:00,15:30:00,101
2017,Hotels and Motels,2017HM5,,,,SURFERS PARADISE,Gold Coast City,Bedrooms,271,13/05/2017,19/05/2017,570,607,8:45:00,9:45:00,43,13:45:00,14:45:00,48
2017,Hotels and Motels,2017HM6,,,,CHERMSIDE,Brisbane City,Bedrooms,81,11/03/2017,17/03/2017,211,172,16:30:00,17:30:00,20,8:15:00,9:15:00,15
2017,Hospital,2017HP1,,,,COOPERS PLAINS,Brisbane City,Beds,181,11/03/2017,17/03/2017,"5,280","2,208",6:45:00,7:45:00,507,14:45:00,15:45:00,199
2017,Hospital,2017HP2,,,,MEADOWBROOK,Logan City,Beds,330,13/05/2017,19/05/2017,"7,103","4,032",13:30:00,14:30:00,670,13:45:00,14:45:00,411
2017,High Rise Residential,2017HR1,,,,KANGAROO POINT,Brisbane City,Bedrooms,148,1/03/2017,7/03/2017,146,149,17:45:00,18:45:00,20,12:00:00,13:00:00,20
2017,High Rise Residential,2017HR2,,,,KANGAROO POINT,Brisbane City,Bedrooms,118,1/03/2017,7/03/2017,194,205,18:00:00,19:00:00,18,14:15:00,15:15:00,20
2017,High Rise Residential,2017HR3,,,,KANGAROO POINT,Brisbane City,Bedrooms,200,1/03/2017,7/03/2017,325,320,17:00:00,18:00:00,32,14:15:00,15:15:00,32
2017,High Rise Residential,2017HR4,,,,EAGLE FARM,Brisbane City,Bedrooms,263,8/03/2017,14/03/2017,407,353,7:30:00,8:30:00,46,9:00:00,10:00:00,33
2017,High Rise Residential,2017HR5,,,,WOOLLOONGABBA,Brisbane City,Bedrooms,107,11/03/2017,17/03/2017,350,286,17:00:00,18:00:00,31,16:45:00,17:45:00,27
2017,Office Park,2017OFF1,,,,EIGHT MILE PLAINS,Brisbane City,GLFA,18500,13/05/2017,19/05/2017,"1,683",134,7:45:00,8:45:00,268,7:30:00,8:30:00,20
2017,Office Park,2017OFF2,,,,EIGHT MILE PLAINS,Brisbane City,GLFA,15000,11/03/2017,17/03/2017,"1,720",149,8:00:00,9:00:00,308,8:15:00,9:15:00,19
2017,Office Park,2017OFF3,,,,MURARRIE,Brisbane City,GLFA,10000,1/03/2017,7/03/2017,"1,156",35,8:00:00,9:00:00,166,13:15:00,14:15:00,8
2017,Office Park,2017OFF4,,,,MILTON,Brisbane City,GLFA,20772,1/03/2017,7/03/2017,800,105,8:00:00,9:00:00,93,7:45:00,8:45:00,14
2017,Office Park,2017OFF5,,,,EIGHT MILE PLAINS,Brisbane City,GLFA,15200,1/03/2017,7/03/2017,"1,360",44,7:45:00,8:45:00,225,10:30:00,11:30:00,8
2017,Retirement Village,2017RV1,,,,KEARNEYS SPRING,Toowoomba Regional,Bedrooms,320,20/03/2017,26/03/2017,336,256,11:30:00,12:30:00,39,9:15:00,10:15:00,36
2017,Retirement Village,2017RV2,,,,CRANLEY,Toowoomba Regional,Bedrooms,442,20/03/2017,26/03/2017,710,534,10:30:00,11:30:00,83,9:00:00,10:00:00,66
2017,Retirement Village,2017RV3,,,,HARRISTOWN,Toowoomba Regional,Bedrooms,640,20/03/2017,26/03/2017,760,576,9:15:00,10:15:00,99,10:45:00,11:45:00,86
2017,Retirement Village,2017RV4,,,,KEARNEYS SPRING,Toowoomba Regional,Bedrooms,354,20/03/2017,26/03/2017,319,213,9:00:00,10:00:00,40,13:30:00,14:30:00,27
2017,Stand Alone Supermarket,2017SAS1,,,,KEARNEYS SPRING,Toowoomba Regional,GLFA,1630,20/03/2017,26/03/2017,"1,997","2,164",10:15:00,11:15:00,170,11:00:00,12:00:00,291
2017,Stand Alone Supermarket,2017SAS2,,,,HARLAXTON,Toowoomba Regional,GLFA,1735,20/03/2017,26/03/2017,"1,748","1,737",11:00:00,12:00:00,197,11:45:00,12:45:00,244
2017,Shopping Centre,2017SC1,,,,KEARNEYS SPRING,Toowoomba Regional,GLFA,13170,11/03/2017,17/03/2017,"12,233","10,926",15:30:00,16:30:00,"1,144",10:45:00,11:45:00,"1,446"
2017,Shopping Centre,2017SC2,,,,ROBINA,Gold Coast City,GLFA,136045,13/05/2017,19/05/2017,"46,726","52,140",12:00:00,13:00:00,"4,268",11:30:00,12:30:00,"6,301"
2017,Shopping Centre,2017SC3,,,,UPPER MOUNT GRAVATT,Brisbane City,GLFA,142835,1/03/2017,7/03/2017,"39,189","43,898",12:00:00,13:00:00,"3,567",12:00:00,13:00:00,"5,192"
2017,Shopping Centre,2017SC4,,,,CHERMSIDE,Brisbane City,GLFA,150733,4/06/2017,10/06/2017,"40,569","42,297",11:45:00,12:45:00,"3,698",12:45:00,13:45:00,"4,927"
2017,Hardware and Trade Supplies,2017WH1,,,,HARRISTOWN,Toowoomba Regional,GLFA,14598,20/03/2017,26/03/2017,"4,730","6,198",10:45:00,11:45:00,535,10:45:00,11:45:00,930
2017,Hardware and Trade Supplies,2017WH2,,,,BROWNS PLAINS,Logan City,GLFA,12704,13/05/2017,19/05/2017,"5,200","6,272",11:15:00,12:15:00,580,11:15:00,12:15:00,890
