location,date,new_cases,new_deaths,icu_patients,people_fully_vaccinated,population,median_age,gdp_per_capita
Australia,26/01/2020,4,,,,25788217,37.9,44648.71
Australia,27/01/2020,1,,,,25788217,37.9,44648.71
Australia,28/01/2020,0,,,,25788217,37.9,44648.71
Australia,29/01/2020,1,,,,25788217,37.9,44648.71
Australia,30/01/2020,3,,,,25788217,37.9,44648.71
Australia,31/01/2020,0,,,,25788217,37.9,44648.71
Australia,1/02/2020,3,,,,25788217,37.9,44648.71
Australia,2/02/2020,0,,,,25788217,37.9,44648.71
Australia,3/02/2020,0,,,,25788217,37.9,44648.71
Australia,4/02/2020,1,,,,25788217,37.9,44648.71
Australia,5/02/2020,0,,,,25788217,37.9,44648.71
Australia,6/02/2020,1,,,,25788217,37.9,44648.71
Australia,7/02/2020,1,,,,25788217,37.9,44648.71
Australia,8/02/2020,0,,,,25788217,37.9,44648.71
Australia,9/02/2020,0,,,,25788217,37.9,44648.71
Australia,10/02/2020,0,,,,25788217,37.9,44648.71
Australia,11/02/2020,0,,,,25788217,37.9,44648.71
Australia,12/02/2020,0,,,,25788217,37.9,44648.71
Australia,13/02/2020,0,,,,25788217,37.9,44648.71
Australia,14/02/2020,0,,,,25788217,37.9,44648.71
Australia,15/02/2020,0,,,,25788217,37.9,44648.71
Australia,16/02/2020,0,,,,25788217,37.9,44648.71
Australia,17/02/2020,0,,,,25788217,37.9,44648.71
Australia,18/02/2020,0,,,,25788217,37.9,44648.71
Australia,19/02/2020,0,,,,25788217,37.9,44648.71
Australia,20/02/2020,0,,,,25788217,37.9,44648.71
Australia,21/02/2020,0,,,,25788217,37.9,44648.71
Australia,22/02/2020,0,,,,25788217,37.9,44648.71
Australia,23/02/2020,0,,,,25788217,37.9,44648.71
Australia,24/02/2020,0,,,,25788217,37.9,44648.71
Australia,25/02/2020,0,,,,25788217,37.9,44648.71
Australia,26/02/2020,0,,,,25788217,37.9,44648.71
Australia,27/02/2020,0,,,,25788217,37.9,44648.71
Australia,28/02/2020,0,,,,25788217,37.9,44648.71
Australia,29/02/2020,10,,,,25788217,37.9,44648.71
Australia,1/03/2020,2,1,,,25788217,37.9,44648.71
Australia,2/03/2020,3,0,,,25788217,37.9,44648.71
Australia,3/03/2020,9,0,,,25788217,37.9,44648.71
Australia,4/03/2020,13,1,,,25788217,37.9,44648.71
Australia,5/03/2020,3,0,,,25788217,37.9,44648.71
Australia,6/03/2020,5,0,,,25788217,37.9,44648.71
Australia,7/03/2020,3,0,,,25788217,37.9,44648.71
Australia,8/03/2020,13,1,,,25788217,37.9,44648.71
Australia,9/03/2020,15,0,,,25788217,37.9,44648.71
Australia,10/03/2020,16,0,,,25788217,37.9,44648.71
Australia,11/03/2020,21,0,,,25788217,37.9,44648.71
Australia,12/03/2020,0,0,,,25788217,37.9,44648.71
Australia,13/03/2020,72,0,,,25788217,37.9,44648.71
Australia,14/03/2020,50,0,,,25788217,37.9,44648.71
Australia,15/03/2020,47,0,,,25788217,37.9,44648.71
Australia,16/03/2020,80,0,,,25788217,37.9,44648.71
Australia,17/03/2020,75,2,,,25788217,37.9,44648.71
Australia,18/03/2020,116,1,,,25788217,37.9,44648.71
Australia,19/03/2020,113,0,,,25788217,37.9,44648.71
Australia,20/03/2020,110,1,,,25788217,37.9,44648.71
Australia,21/03/2020,280,0,,,25788217,37.9,44648.71
Australia,22/03/2020,478,0,,,25788217,37.9,44648.71
Australia,23/03/2020,133,0,,,25788217,37.9,44648.71
Australia,24/03/2020,362,1,,,25788217,37.9,44648.71
Australia,25/03/2020,320,0,,,25788217,37.9,44648.71
Australia,26/03/2020,446,5,,,25788217,37.9,44648.71
Australia,27/03/2020,333,0,,,25788217,37.9,44648.71
Australia,28/03/2020,497,1,,,25788217,37.9,44648.71
Australia,29/03/2020,344,2,,,25788217,37.9,44648.71
Australia,30/03/2020,377,1,,,25788217,37.9,44648.71
Australia,31/03/2020,198,1,,,25788217,37.9,44648.71
Australia,1/04/2020,303,2,,,25788217,37.9,44648.71
Australia,2/04/2020,254,4,,,25788217,37.9,44648.71
Australia,3/04/2020,214,4,,,25788217,37.9,44648.71
Australia,4/04/2020,220,2,,,25788217,37.9,44648.71
Australia,5/04/2020,137,5,,,25788217,37.9,44648.71
Australia,6/04/2020,110,5,,,25788217,37.9,44648.71
Australia,7/04/2020,98,5,,,25788217,37.9,44648.71
Australia,8/04/2020,115,5,,,25788217,37.9,44648.71
Australia,9/04/2020,98,1,,,25788217,37.9,44648.71
Australia,10/04/2020,107,3,,,25788217,37.9,44648.71
Australia,11/04/2020,88,3,,,25788217,37.9,44648.71
Australia,12/04/2020,12,3,,,25788217,37.9,44648.71
Australia,13/04/2020,36,1,,,25788217,37.9,44648.71
Australia,14/04/2020,64,1,,,25788217,37.9,44648.71
Australia,15/04/2020,25,1,,,25788217,37.9,44648.71
Australia,16/04/2020,22,0,,,25788217,37.9,44648.71
Australia,17/04/2020,60,3,,,25788217,37.9,44648.71
Australia,18/04/2020,46,1,,,25788217,37.9,44648.71
Australia,19/04/2020,42,0,,,25788217,37.9,44648.71
Australia,20/04/2020,13,0,,,25788217,37.9,44648.71
Australia,21/04/2020,22,0,,,25788217,37.9,44648.71
Australia,22/04/2020,7,0,,,25788217,37.9,44648.71
Australia,23/04/2020,10,8,,,25788217,37.9,44648.71
Australia,24/04/2020,15,4,,,25788217,37.9,44648.71
Australia,25/04/2020,17,1,,,25788217,37.9,44648.71
Australia,26/04/2020,20,3,,,25788217,37.9,44648.71
Australia,27/04/2020,7,0,,,25788217,37.9,44648.71
Australia,28/04/2020,23,6,,,25788217,37.9,44648.71
Australia,29/04/2020,8,2,,,25788217,37.9,44648.71
Australia,30/04/2020,14,2,,,25788217,37.9,44648.71
Australia,1/05/2020,12,0,,,25788217,37.9,44648.71
Australia,2/05/2020,21,1,,,25788217,37.9,44648.71
Australia,3/05/2020,23,1,,,25788217,37.9,44648.71
Australia,4/05/2020,25,1,,,25788217,37.9,44648.71
Australia,5/05/2020,28,1,,,25788217,37.9,44648.71
Australia,6/05/2020,19,0,,,25788217,37.9,44648.71
Australia,7/05/2020,19,0,,,25788217,37.9,44648.71
Australia,8/05/2020,5,0,,,25788217,37.9,44648.71
Australia,9/05/2020,21,0,,,25788217,37.9,44648.71
Australia,10/05/2020,9,0,,,25788217,37.9,44648.71
Australia,11/05/2020,22,0,,,25788217,37.9,44648.71
Australia,12/05/2020,10,1,,,25788217,37.9,44648.71
Australia,13/05/2020,9,0,,,25788217,37.9,44648.71
Australia,14/05/2020,30,0,,,25788217,37.9,44648.71
Australia,15/05/2020,16,0,,,25788217,37.9,44648.71
Australia,16/05/2020,9,0,,,25788217,37.9,44648.71
Australia,17/05/2020,10,1,,,25788217,37.9,44648.71
Australia,18/05/2020,14,0,,,25788217,37.9,44648.71
Australia,19/05/2020,4,1,,,25788217,37.9,44648.71
Australia,20/05/2020,9,0,,,25788217,37.9,44648.71
Australia,21/05/2020,14,1,,,25788217,37.9,44648.71
Australia,22/05/2020,4,0,,,25788217,37.9,44648.71
Australia,23/05/2020,15,1,,,25788217,37.9,44648.71
Australia,24/05/2020,0,0,,,25788217,37.9,44648.71
Australia,25/05/2020,12,0,,,25788217,37.9,44648.71
Australia,26/05/2020,13,1,,,25788217,37.9,44648.71
Australia,27/05/2020,11,0,,,25788217,37.9,44648.71
Australia,28/05/2020,15,0,,,25788217,37.9,44648.71
Australia,29/05/2020,19,0,,,25788217,37.9,44648.71
Australia,30/05/2020,8,0,,,25788217,37.9,44648.71
Australia,31/05/2020,10,0,,,25788217,37.9,44648.71
Australia,1/06/2020,19,-1,,,25788217,37.9,44648.71
Australia,2/06/2020,8,0,,,25788217,37.9,44648.71
Australia,3/06/2020,11,0,,,25788217,37.9,44648.71
Australia,4/06/2020,7,0,,,25788217,37.9,44648.71
Australia,5/06/2020,5,0,,,25788217,37.9,44648.71
Australia,6/06/2020,7,0,,,25788217,37.9,44648.71
Australia,7/06/2020,6,0,,,25788217,37.9,44648.71
Australia,8/06/2020,2,0,,,25788217,37.9,44648.71
Australia,9/06/2020,7,0,,,25788217,37.9,44648.71
Australia,10/06/2020,11,0,,,25788217,37.9,44648.71
Australia,11/06/2020,4,0,,,25788217,37.9,44648.71
Australia,12/06/2020,5,0,,,25788217,37.9,44648.71
Australia,13/06/2020,26,0,,,25788217,37.9,44648.71
Australia,14/06/2020,15,0,,,25788217,37.9,44648.71
Australia,15/06/2020,12,0,,,25788217,37.9,44648.71
Australia,16/06/2020,23,0,,,25788217,37.9,44648.71
Australia,17/06/2020,21,0,,,25788217,37.9,44648.71
Australia,18/06/2020,18,0,,,25788217,37.9,44648.71
Australia,19/06/2020,2,0,,,25788217,37.9,44648.71
Australia,20/06/2020,50,0,,,25788217,37.9,44648.71
Australia,21/06/2020,13,0,,,25788217,37.9,44648.71
Australia,22/06/2020,18,0,,,25788217,37.9,44648.71
Australia,23/06/2020,29,1,,,25788217,37.9,44648.71
Australia,24/06/2020,37,1,,,25788217,37.9,44648.71
Australia,25/06/2020,37,0,,,25788217,37.9,44648.71
Australia,26/06/2020,6,0,,,25788217,37.9,44648.71
Australia,27/06/2020,85,0,,,25788217,37.9,44648.71
Australia,28/06/2020,78,0,,,25788217,37.9,44648.71
Australia,29/06/2020,70,0,,,25788217,37.9,44648.71
Australia,30/06/2020,86,0,,,25788217,37.9,44648.71
Australia,1/07/2020,81,0,,,25788217,37.9,44648.71
Australia,2/07/2020,65,0,,,25788217,37.9,44648.71
Australia,3/07/2020,194,0,,,25788217,37.9,44648.71
Australia,4/07/2020,183,0,,,25788217,37.9,44648.71
Australia,5/07/2020,140,2,,,25788217,37.9,44648.71
Australia,6/07/2020,172,0,,,25788217,37.9,44648.71
Australia,7/07/2020,131,0,,,25788217,37.9,44648.71
Australia,8/07/2020,170,0,,,25788217,37.9,44648.71
Australia,9/07/2020,318,0,,,25788217,37.9,44648.71
Australia,10/07/2020,179,1,,,25788217,37.9,44648.71
Australia,11/07/2020,244,1,,,25788217,37.9,44648.71
Australia,12/07/2020,183,0,,,25788217,37.9,44648.71
Australia,13/07/2020,271,0,,,25788217,37.9,44648.71
Australia,14/07/2020,236,3,,,25788217,37.9,44648.71
Australia,15/07/2020,323,2,,,25788217,37.9,44648.71
Australia,16/07/2020,423,3,,,25788217,37.9,44648.71
Australia,17/07/2020,208,2,,,25788217,37.9,44648.71
Australia,18/07/2020,361,4,,,25788217,37.9,44648.71
Australia,19/07/2020,267,1,,,25788217,37.9,44648.71
Australia,20/07/2020,359,3,,,25788217,37.9,44648.71
Australia,21/07/2020,466,2,,,25788217,37.9,44648.71
Australia,22/07/2020,408,5,,,25788217,37.9,44648.71
Australia,23/07/2020,293,6,,,25788217,37.9,44648.71
Australia,24/07/2020,355,6,,,25788217,37.9,44648.71
Australia,25/07/2020,453,10,,,25788217,37.9,44648.71
Australia,26/07/2020,532,6,,,25788217,37.9,44648.71
Australia,27/07/2020,368,6,,,25788217,37.9,44648.71
Australia,28/07/2020,279,9,,,25788217,37.9,44648.71
Australia,29/07/2020,716,13,,,25788217,37.9,44648.71
Australia,30/07/2020,605,7,,,25788217,37.9,44648.71
Australia,31/07/2020,377,5,,,25788217,37.9,44648.71
Australia,1/08/2020,615,7,,,25788217,37.9,44648.71
Australia,2/08/2020,423,13,,,25788217,37.9,44648.71
Australia,3/08/2020,412,11,,,25788217,37.9,44648.71
Australia,4/08/2020,715,15,,,25788217,37.9,44648.71
Australia,5/08/2020,445,8,,,25788217,37.9,44648.71
Australia,6/08/2020,382,11,,,25788217,37.9,44648.71
Australia,7/08/2020,426,12,,,25788217,37.9,44648.71
Australia,8/08/2020,386,17,,,25788217,37.9,44648.71
Australia,9/08/2020,313,18,,,25788217,37.9,44648.71
Australia,10/08/2020,316,18,,,25788217,37.9,44648.71
Australia,11/08/2020,414,21,,,25788217,37.9,44648.71
Australia,12/08/2020,231,9,,,25788217,37.9,44648.71
Australia,13/08/2020,384,14,,,25788217,37.9,44648.71
Australia,14/08/2020,293,4,,,25788217,37.9,44648.71
Australia,15/08/2020,252,17,,,25788217,37.9,44648.71
Australia,16/08/2020,271,25,,,25788217,37.9,44648.71
Australia,17/08/2020,215,17,,,25788217,37.9,44648.71
Australia,18/08/2020,216,12,,,25788217,37.9,44648.71
Australia,19/08/2020,247,13,,,25788217,37.9,44648.71
Australia,20/08/2020,171,9,,,25788217,37.9,44648.71
Australia,21/08/2020,195,13,,,25788217,37.9,44648.71
Australia,22/08/2020,209,17,,,25788217,37.9,44648.71
Australia,23/08/2020,104,15,,,25788217,37.9,44648.71
Australia,24/08/2020,138,8,,,25788217,37.9,44648.71
Australia,25/08/2020,151,24,,,25788217,37.9,44648.71
Australia,26/08/2020,118,23,,,25788217,37.9,44648.71
Australia,27/08/2020,126,11,,,25788217,37.9,44648.71
Australia,28/08/2020,99,17,,,25788217,37.9,44648.71
Australia,29/08/2020,123,11,,,25788217,37.9,44648.71
Australia,30/08/2020,76,41,,,25788217,37.9,44648.71
Australia,31/08/2020,73,5,,,25788217,37.9,44648.71
Australia,1/09/2020,104,6,,,25788217,37.9,44648.71
Australia,2/09/2020,126,15,,,25788217,37.9,44648.71
Australia,3/09/2020,87,59,,,25788217,37.9,44648.71
Australia,4/09/2020,71,11,,,25788217,37.9,44648.71
Australia,5/09/2020,71,5,,,25788217,37.9,44648.71
Australia,6/09/2020,43,9,,,25788217,37.9,44648.71
Australia,7/09/2020,52,8,,,25788217,37.9,44648.71
Australia,8/09/2020,92,11,,,25788217,37.9,44648.71
Australia,9/09/2020,59,7,,,25788217,37.9,44648.71
Australia,10/09/2020,40,9,,,25788217,37.9,44648.71
Australia,11/09/2020,43,6,,,25788217,37.9,44648.71
Australia,12/09/2020,44,7,,,25788217,37.9,44648.71
Australia,13/09/2020,41,6,,,25788217,37.9,44648.71
Australia,14/09/2020,47,0,,,25788217,37.9,44648.71
Australia,15/09/2020,39,8,,,25788217,37.9,44648.71
Australia,16/09/2020,35,8,,,25788217,37.9,44648.71
Australia,17/09/2020,48,5,,,25788217,37.9,44648.71
Australia,18/09/2020,24,7,,,25788217,37.9,44648.71
Australia,19/09/2020,13,5,,,25788217,37.9,44648.71
Australia,20/09/2020,14,2,,,25788217,37.9,44648.71
Australia,21/09/2020,30,3,,,25788217,37.9,44648.71
Australia,22/09/2020,30,5,,,25788217,37.9,44648.71
Australia,23/09/2020,8,2,,,25788217,37.9,44648.71
Australia,24/09/2020,20,8,,,25788217,37.9,44648.71
Australia,25/09/2020,16,1,,,25788217,37.9,44648.71
Australia,26/09/2020,24,2,,,25788217,37.9,44648.71
Australia,27/09/2020,4,3,,,25788217,37.9,44648.71
Australia,28/09/2020,11,7,,,25788217,37.9,44648.71
Australia,29/09/2020,23,4,,,25788217,37.9,44648.71
Australia,30/09/2020,18,2,,,25788217,37.9,44648.71
Australia,1/10/2020,13,2,,,25788217,37.9,44648.71
Australia,2/10/2020,12,3,,,25788217,37.9,44648.71
Australia,3/10/2020,14,1,,,25788217,37.9,44648.71
Australia,4/10/2020,13,0,,,25788217,37.9,44648.71
Australia,5/10/2020,25,1,,,25788217,37.9,44648.71
Australia,6/10/2020,8,2,,,25788217,37.9,44648.71
Australia,7/10/2020,25,0,,,25788217,37.9,44648.71
Australia,8/10/2020,20,0,,,25788217,37.9,44648.71
Australia,9/10/2020,18,0,,,25788217,37.9,44648.71
Australia,10/10/2020,19,1,,,25788217,37.9,44648.71
Australia,11/10/2020,22,0,,,25788217,37.9,44648.71
Australia,12/10/2020,25,1,,,25788217,37.9,44648.71
Australia,13/10/2020,27,5,,,25788217,37.9,44648.71
Australia,14/10/2020,20,0,,,25788217,37.9,44648.71
Australia,15/10/2020,14,0,,,25788217,37.9,44648.71
Australia,16/10/2020,7,0,,,25788217,37.9,44648.71
Australia,17/10/2020,12,0,,,25788217,37.9,44648.71
Australia,18/10/2020,9,1,,,25788217,37.9,44648.71
Australia,19/10/2020,6,0,,,25788217,37.9,44648.71
Australia,20/10/2020,38,0,,,25788217,37.9,44648.71
Australia,21/10/2020,15,0,,,25788217,37.9,44648.71
Australia,22/10/2020,18,0,,,25788217,37.9,44648.71
Australia,23/10/2020,19,0,,,25788217,37.9,44648.71
Australia,24/10/2020,18,0,,,25788217,37.9,44648.71
Australia,25/10/2020,12,0,,,25788217,37.9,44648.71
Australia,26/10/2020,14,0,,,25788217,37.9,44648.71
Australia,27/10/2020,14,2,,,25788217,37.9,44648.71
Australia,28/10/2020,12,0,,,25788217,37.9,44648.71
Australia,29/10/2020,14,0,,,25788217,37.9,44648.71
Australia,30/10/2020,6,0,,,25788217,37.9,44648.71
Australia,31/10/2020,10,0,,,25788217,37.9,44648.71
Australia,1/11/2020,6,0,,,25788217,37.9,44648.71
Australia,2/11/2020,9,0,,,25788217,37.9,44648.71
Australia,3/11/2020,12,0,,,25788217,37.9,44648.71
Australia,4/11/2020,8,0,,,25788217,37.9,44648.71
Australia,5/11/2020,14,0,,,25788217,37.9,44648.71
Australia,6/11/2020,8,0,,,25788217,37.9,44648.71
Australia,7/11/2020,6,0,,,25788217,37.9,44648.71
Australia,8/11/2020,7,0,,,25788217,37.9,44648.71
Australia,9/11/2020,4,0,,,25788217,37.9,44648.71
Australia,10/11/2020,2,0,,,25788217,37.9,44648.71
Australia,11/11/2020,4,0,,,25788217,37.9,44648.71
Australia,12/11/2020,1,0,,,25788217,37.9,44648.71
Australia,13/11/2020,6,0,,,25788217,37.9,44648.71
Australia,14/11/2020,29,0,,,25788217,37.9,44648.71
Australia,15/11/2020,38,0,,,25788217,37.9,44648.71
Australia,16/11/2020,9,0,,,25788217,37.9,44648.71
Australia,17/11/2020,19,0,,,25788217,37.9,44648.71
Australia,18/11/2020,8,0,,,25788217,37.9,44648.71
Australia,19/11/2020,7,0,,,25788217,37.9,44648.71
Australia,20/11/2020,14,0,,,25788217,37.9,44648.71
Australia,21/11/2020,15,0,,,25788217,37.9,44648.71
Australia,22/11/2020,13,0,,,25788217,37.9,44648.71
Australia,23/11/2020,9,0,,,25788217,37.9,44648.71
Australia,24/11/2020,10,0,,,25788217,37.9,44648.71
Australia,25/11/2020,12,0,,,25788217,37.9,44648.71
Australia,26/11/2020,8,0,,,25788217,37.9,44648.71
Australia,27/11/2020,13,0,,,25788217,37.9,44648.71
Australia,28/11/2020,6,0,,,25788217,37.9,44648.71
Australia,29/11/2020,10,1,,,25788217,37.9,44648.71
Australia,30/11/2020,10,0,,,25788217,37.9,44648.71
Australia,1/12/2020,11,0,,,25788217,37.9,44648.71
Australia,2/12/2020,16,0,,,25788217,37.9,44648.71
Australia,3/12/2020,10,0,,,25788217,37.9,44648.71
Australia,4/12/2020,7,0,,,25788217,37.9,44648.71
Australia,5/12/2020,9,0,,,25788217,37.9,44648.71
Australia,6/12/2020,7,0,,,25788217,37.9,44648.71
Australia,7/12/2020,15,0,,,25788217,37.9,44648.71
Australia,8/12/2020,6,0,,,25788217,37.9,44648.71
Australia,9/12/2020,7,0,,,25788217,37.9,44648.71
Australia,10/12/2020,11,0,,,25788217,37.9,44648.71
Australia,11/12/2020,14,0,,,25788217,37.9,44648.71
Australia,12/12/2020,5,0,,,25788217,37.9,44648.71
Australia,13/12/2020,7,0,,,25788217,37.9,44648.71
Australia,14/12/2020,11,0,,,25788217,37.9,44648.71
Australia,15/12/2020,12,0,,,25788217,37.9,44648.71
Australia,16/12/2020,12,0,,,25788217,37.9,44648.71
Australia,17/12/2020,21,0,,,25788217,37.9,44648.71
Australia,18/12/2020,33,0,,,25788217,37.9,44648.71
Australia,19/12/2020,42,0,,,25788217,37.9,44648.71
Australia,20/12/2020,30,0,,,25788217,37.9,44648.71
Australia,21/12/2020,21,0,,,25788217,37.9,44648.71
Australia,22/12/2020,18,0,,,25788217,37.9,44648.71
Australia,23/12/2020,25,0,,,25788217,37.9,44648.71
Australia,24/12/2020,12,0,,,25788217,37.9,44648.71
Australia,25/12/2020,23,0,,,25788217,37.9,44648.71
Australia,26/12/2020,11,0,,,25788217,37.9,44648.71
Australia,27/12/2020,29,1,,,25788217,37.9,44648.71
Australia,28/12/2020,12,0,,,25788217,37.9,44648.71
Australia,29/12/2020,32,0,,,25788217,37.9,44648.71
Australia,30/12/2020,24,0,,,25788217,37.9,44648.71
Australia,31/12/2020,20,0,,,25788217,37.9,44648.71
Australia,1/01/2021,35,0,,,25788217,37.9,44648.71
Australia,2/01/2021,24,0,,,25788217,37.9,44648.71
Australia,3/01/2021,20,0,,,25788217,37.9,44648.71
Australia,4/01/2021,13,0,,,25788217,37.9,44648.71
Australia,5/01/2021,19,0,,,25788217,37.9,44648.71
Australia,6/01/2021,10,0,,,25788217,37.9,44648.71
Australia,7/01/2021,25,0,,,25788217,37.9,44648.71
Australia,8/01/2021,11,0,,,25788217,37.9,44648.71
Australia,9/01/2021,13,0,,,25788217,37.9,44648.71
Australia,10/01/2021,19,0,,,25788217,37.9,44648.71
Australia,11/01/2021,20,0,,,25788217,37.9,44648.71
Australia,12/01/2021,16,0,,,25788217,37.9,44648.71
Australia,13/01/2021,10,0,,,25788217,37.9,44648.71
Australia,14/01/2021,9,0,,,25788217,37.9,44648.71
Australia,15/01/2021,20,0,,,25788217,37.9,44648.71
Australia,16/01/2021,19,0,,,25788217,37.9,44648.71
Australia,17/01/2021,13,0,,,25788217,37.9,44648.71
Australia,18/01/2021,10,0,,,25788217,37.9,44648.71
Australia,19/01/2021,9,0,,,25788217,37.9,44648.71
Australia,20/01/2021,9,0,,,25788217,37.9,44648.71
Australia,21/01/2021,6,0,,,25788217,37.9,44648.71
Australia,22/01/2021,5,0,,,25788217,37.9,44648.71
Australia,23/01/2021,6,0,,,25788217,37.9,44648.71
Australia,24/01/2021,11,0,,,25788217,37.9,44648.71
Australia,25/01/2021,3,0,,,25788217,37.9,44648.71
Australia,26/01/2021,6,0,,,25788217,37.9,44648.71
Australia,27/01/2021,8,0,,,25788217,37.9,44648.71
Australia,28/01/2021,5,0,,,25788217,37.9,44648.71
Australia,29/01/2021,7,0,,,25788217,37.9,44648.71
Australia,30/01/2021,5,0,,,25788217,37.9,44648.71
Australia,31/01/2021,7,0,,,25788217,37.9,44648.71
Australia,1/02/2021,5,0,,,25788217,37.9,44648.71
Australia,2/02/2021,6,0,,,25788217,37.9,44648.71
Australia,3/02/2021,9,0,,,25788217,37.9,44648.71
Australia,4/02/2021,4,0,,,25788217,37.9,44648.71
Australia,5/02/2021,6,0,,,25788217,37.9,44648.71
Australia,6/02/2021,3,0,,,25788217,37.9,44648.71
Australia,7/02/2021,6,0,,,25788217,37.9,44648.71
Australia,8/02/2021,3,0,,,25788217,37.9,44648.71
Australia,9/02/2021,11,0,,,25788217,37.9,44648.71
Australia,10/02/2021,8,0,,,25788217,37.9,44648.71
Australia,11/02/2021,8,0,,,25788217,37.9,44648.71
Australia,12/02/2021,5,0,,,25788217,37.9,44648.71
Australia,13/02/2021,6,0,,,25788217,37.9,44648.71
Australia,14/02/2021,2,0,,,25788217,37.9,44648.71
Australia,15/02/2021,5,0,,,25788217,37.9,44648.71
Australia,16/02/2021,6,0,,,25788217,37.9,44648.71
Australia,17/02/2021,1,0,,,25788217,37.9,44648.71
Australia,18/02/2021,6,0,,,25788217,37.9,44648.71
Australia,19/02/2021,2,0,,,25788217,37.9,44648.71
Australia,20/02/2021,6,0,,,25788217,37.9,44648.71
Australia,21/02/2021,4,0,,,25788217,37.9,44648.71
Australia,22/02/2021,7,0,,,25788217,37.9,44648.71
Australia,23/02/2021,2,0,,3,25788217,37.9,44648.71
Australia,24/02/2021,8,0,,3,25788217,37.9,44648.71
Australia,25/02/2021,10,0,,9,25788217,37.9,44648.71
Australia,26/02/2021,8,0,,11,25788217,37.9,44648.71
Australia,27/02/2021,5,0,,12,25788217,37.9,44648.71
Australia,28/02/2021,8,0,,12,25788217,37.9,44648.71
Australia,1/03/2021,8,0,,12,25788217,37.9,44648.71
Australia,2/03/2021,10,0,,12,25788217,37.9,44648.71
Australia,3/03/2021,11,0,,15,25788217,37.9,44648.71
Australia,4/03/2021,14,0,,19,25788217,37.9,44648.71
Australia,5/03/2021,8,0,,24,25788217,37.9,44648.71
Australia,6/03/2021,5,0,,24,25788217,37.9,44648.71
Australia,7/03/2021,12,0,,24,25788217,37.9,44648.71
Australia,8/03/2021,15,0,,24,25788217,37.9,44648.71
Australia,9/03/2021,13,0,,27,25788217,37.9,44648.71
Australia,10/03/2021,16,0,,28,25788217,37.9,44648.71
Australia,11/03/2021,12,0,,32,25788217,37.9,44648.71
Australia,12/03/2021,10,0,,34,25788217,37.9,44648.71
Australia,13/03/2021,5,0,,34,25788217,37.9,44648.71
Australia,14/03/2021,13,0,,35,25788217,37.9,44648.71
Australia,15/03/2021,7,0,,223,25788217,37.9,44648.71
Australia,16/03/2021,17,0,,525,25788217,37.9,44648.71
Australia,17/03/2021,12,0,,1346,25788217,37.9,44648.71
Australia,18/03/2021,17,0,,2081,25788217,37.9,44648.71
Australia,19/03/2021,9,0,,2771,25788217,37.9,44648.71
Australia,20/03/2021,4,0,,2924,25788217,37.9,44648.71
Australia,21/03/2021,10,0,,19677,25788217,37.9,44648.71
Australia,22/03/2021,5,0,,23185,25788217,37.9,44648.71
Australia,23/03/2021,10,0,,24379,25788217,37.9,44648.71
Australia,24/03/2021,9,0,,28573,25788217,37.9,44648.71
Australia,25/03/2021,9,0,,32861,25788217,37.9,44648.71
Australia,26/03/2021,13,0,,34694,25788217,37.9,44648.71
Australia,27/03/2021,7,0,,35969,25788217,37.9,44648.71
Australia,28/03/2021,17,0,,36676,25788217,37.9,44648.71
Australia,29/03/2021,20,0,,46190,25788217,37.9,44648.71
Australia,30/03/2021,8,0,,50015,25788217,37.9,44648.71
Australia,31/03/2021,18,0,,72724,25788217,37.9,44648.71
Australia,1/04/2021,11,0,,79244,25788217,37.9,44648.71
Australia,2/04/2021,8,0,,80361,25788217,37.9,44648.71
Australia,3/04/2021,7,0,,81318,25788217,37.9,44648.71
Australia,4/04/2021,9,0,,81630,25788217,37.9,44648.71
Australia,5/04/2021,8,0,,83011,25788217,37.9,44648.71
Australia,6/04/2021,14,0,,90371,25788217,37.9,44648.71
Australia,7/04/2021,6,0,,96573,25788217,37.9,44648.71
Australia,8/04/2021,5,0,,137272,25788217,37.9,44648.71
Australia,9/04/2021,6,0,,145198,25788217,37.9,44648.71
Australia,10/04/2021,9,0,,147897,25788217,37.9,44648.71
Australia,11/04/2021,14,0,,148816,25788217,37.9,44648.71
Australia,12/04/2021,10,1,,157107,25788217,37.9,44648.71
Australia,13/04/2021,21,0,,164051,25788217,37.9,44648.71
Australia,14/04/2021,19,0,,170881,25788217,37.9,44648.71
Australia,15/04/2021,15,0,,177989,25788217,37.9,44648.71
Australia,16/04/2021,15,0,,184149,25788217,37.9,44648.71
Australia,17/04/2021,20,0,,186046,25788217,37.9,44648.71
Australia,18/04/2021,14,0,,186748,25788217,37.9,44648.71
Australia,19/04/2021,23,0,,194189,25788217,37.9,44648.71
Australia,20/04/2021,20,0,,201717,25788217,37.9,44648.71
Australia,21/04/2021,18,0,,220376,25788217,37.9,44648.71
Australia,22/04/2021,44,0,,227294,25788217,37.9,44648.71
Australia,23/04/2021,15,0,,231623,25788217,37.9,44648.71
Australia,24/04/2021,10,0,,232720,25788217,37.9,44648.71
Australia,25/04/2021,17,0,,232742,25788217,37.9,44648.71
Australia,26/04/2021,37,0,,233581,25788217,37.9,44648.71
Australia,27/04/2021,33,0,,238524,25788217,37.9,44648.71
Australia,28/04/2021,23,0,,245240,25788217,37.9,44648.71
Australia,29/04/2021,25,0,,252872,25788217,37.9,44648.71
Australia,30/04/2021,13,0,,258529,25788217,37.9,44648.71
Australia,1/05/2021,13,0,,260011,25788217,37.9,44648.71
