fuelType,rating,renterTripsTaken,reviewCount,location.city,rate.daily,vehicle.make,vehicle.model,vehicle.type
ELECTRIC,5,43,39,Gympie,255,Tesla,Model 3,car
ELECTRIC,5,5,3,Gympie,278.8,Tesla,Model 3,car
ELECTRIC,4.96,84,75,Gympie,295.8,Tesla,Model 3,car
ELECTRIC,5,9,8,Gympie,321.3,Tesla,Model 3,car
ELECTRIC,4.89,151,128,Gympie,328.1,Tesla,Model 3,car
ELECTRIC,4.88,113,92,Gympie,328.1,Tesla,Model 3,car
ELECTRIC,4.86,107,96,Gympie,336.6,Tesla,Model 3,car
ELECTRIC,5,28,28,Gympie,323,Tesla,Model S,car
ELECTRIC,5,10,6,Gympie,399.5,Tesla,Model S,car
HYBRID,4.97,40,39,Gympie,544,BMW,i8,car
HYBRID,5,25,21,Gympie,593.3,BMW,i8,car
HYBRID,4.91,40,34,Gympie,722.5,BMW,I8,car
HYBRID,3.67,5,3,Gympie,238,Porsche,Cayenne,suv
PETROL,4.95,70,65,Gympie,134.3,BMW,3 Series,car
PETROL,4.99,92,83,Gympie,209.1,BMW,5 Series,car
PETROL,5,5,5,Gympie,272,BMW,5-Series,car
PETROL,4.94,111,103,Gympie,270.3,BMW,M3,car
PETROL,4.97,71,63,Gympie,187,BMW,X5,suv
PETROL,4.92,106,95,Gympie,304.3,Land Rover,Range Rover Sport,suv
